"original_text","perturbed_text","original_score","perturbed_score","original_output","perturbed_output","ground_truth_output","num_queries","result_type"
"I must [[say]], every time I see this [[movie]], I am [[deeply]] [[touched]], not only by the most [[painful]] four [[years]] of Hongsheng's [[life]], but also by how his [[family]] [[deals]] with his [[drug]] [[addiction]]. It is also [[true]] that [[getting]] addicted to anything, such as [[drugs]], [[alcohol]], or pornography, cannot only [[hurt]] you, but also [[hurt]] your most [[important]] [[people]] in the [[world]]: your family. [[Since]] [[family]] is the #1 [[priority]] in the [[Asian]] [[culture]], it [[takes]] [[guts]] for the [[circle]] to gather [[together]] and show one [[person]] how [[much]] the family loves him/her. this is [[actually]] the first Chinese movie that I [[actually]] enjoy, not for the [[fun]] of it, but the [[elements]] [[surrounding]] it ([[superb]] acting, touching story, great [[direction]]) [[make]] this movie [[worth]] watching. What stands out the most is that Hongsheng and his family act out the story themselves [[instead]] of having some B-movie actor trying to imitate the real person. It shows the genuineness of the movie.","I must [[telling]], every time I see this [[film]], I am [[mightily]] [[pummeled]], not only by the most [[laborious]] four [[age]] of Hongsheng's [[sustenance]], but also by how his [[habitation]] [[refers]] with his [[pharmaceuticals]] [[drugs]]. It is also [[veritable]] that [[absorbing]] addicted to anything, such as [[pharmacology]], [[intoxicating]], or pornography, cannot only [[rotten]] you, but also [[wicked]] your most [[cannot]] [[population]] in the [[globe]]: your family. [[Unless]] [[conjugal]] is the #1 [[focusing]] in the [[Asiatic]] [[cultures]], it [[selected]] [[insides]] for the [[hovers]] to gather [[along]] and show one [[nobody]] how [[enormously]] the family loves him/her. this is [[exactly]] the first Chinese movie that I [[literally]] enjoy, not for the [[kidding]] of it, but the [[things]] [[besieging]] it ([[wondrous]] acting, touching story, great [[directorate]]) [[get]] this movie [[pity]] watching. What stands out the most is that Hongsheng and his family act out the story themselves [[anyway]] of having some B-movie actor trying to imitate the real person. It shows the genuineness of the movie.",0.00016105175018310547,0.5076161623001099,1,0,1,1396,"Successful"
"My wife is a mental health therapist and we watched it from beginning to end. I am the typical man and can not stand chick flicks, but this movie is unbelievable. If you want to see what it is like for someone who is going through these type of [[struggles]], this is the [[movie]] for you. As I watched it I found myself [[feeling]] sorry for him and others like him. <br /><br />***Spoiler*** Plus the fact that all the individuals in the movie including the people in the mental institution were the actual people in real life made it that more real.<br /><br />[[A]] must see for [[someone]] in the mental health profession!","My wife is a mental health therapist and we watched it from beginning to end. I am the typical man and can not stand chick flicks, but this movie is unbelievable. If you want to see what it is like for someone who is going through these type of [[battaglia]], this is the [[movies]] for you. As I watched it I found myself [[impression]] sorry for him and others like him. <br /><br />***Spoiler*** Plus the fact that all the individuals in the movie including the people in the mental institution were the actual people in real life made it that more real.<br /><br />[[another]] must see for [[nobody]] in the mental health profession!",0.00021594762802124023,0.7332347631454468,1,0,1,194,"Successful"
"I saw this film at the Rotterdam International Film Festival 2002. This seemed to be one of the less popular films on the festival, however, as it turned out, all the more interesting.<br /><br />The story, of an actor trying to come to grips with himself and his environment after withdrawing from a drug addiction, is based on actual facts. Moreover, the characters playing in the [[film]] are the real people living this experience over again, this time for the film, which is partly set up as a stage play. Not only do they all happen to be good actors, Jia Hongsheng's parents are actors in real life as well, the methods used in highlighting their relationship towards Jia are very effective.<br /><br />Jia Hongsheng is the actor of some [[Chinese]] action films late eighties start nineties. Later you can see him in great films such as Frozen and Suzhou River. In between these two career paths Jia becomes a drug addict and [[looses]] all drive to act or even do anything productive, except for making [[somewhat]] futile attempts at becoming a guitar virtuoso.<br /><br />I like the way the writer of the scenario choose to emphasize on his behavior after [[withdrawal]] more than on the horror of [[drugs]]. We really feel the pain and [[struggle]] Jia is in. [[At]] the same time we hate him for the [[way]] he [[treats]] those around him.<br /><br />The film [[draws]] the viewer into a tiring pattern Jia seems to be [[caught]] in, dragging with him his parents and sister who try to take care of him. Because there are personal 'interviews' with the characters we feel like we are getting to know Jia not only through himself but through others as well.<br /><br />The film has a heavy feel, but scenes of Jia cycling through Bejing and partying with his friends [[lighten]] the tone. So does the bitter humor in a lot of events throughout the film. The music is [[beautiful]] and stayed with me for a while after. This is a film that might not easily appeal to many people but for those interested in the more serious and [[modern]] Chinese [[film]] this is a [[strong]] [[recommendation]].","I saw this film at the Rotterdam International Film Festival 2002. This seemed to be one of the less popular films on the festival, however, as it turned out, all the more interesting.<br /><br />The story, of an actor trying to come to grips with himself and his environment after withdrawing from a drug addiction, is based on actual facts. Moreover, the characters playing in the [[photographed]] are the real people living this experience over again, this time for the film, which is partly set up as a stage play. Not only do they all happen to be good actors, Jia Hongsheng's parents are actors in real life as well, the methods used in highlighting their relationship towards Jia are very effective.<br /><br />Jia Hongsheng is the actor of some [[Shanghainese]] action films late eighties start nineties. Later you can see him in great films such as Frozen and Suzhou River. In between these two career paths Jia becomes a drug addict and [[lose]] all drive to act or even do anything productive, except for making [[pretty]] futile attempts at becoming a guitar virtuoso.<br /><br />I like the way the writer of the scenario choose to emphasize on his behavior after [[removing]] more than on the horror of [[medicine]]. We really feel the pain and [[warring]] Jia is in. [[Throughout]] the same time we hate him for the [[trajectories]] he [[deems]] those around him.<br /><br />The film [[lured]] the viewer into a tiring pattern Jia seems to be [[capturing]] in, dragging with him his parents and sister who try to take care of him. Because there are personal 'interviews' with the characters we feel like we are getting to know Jia not only through himself but through others as well.<br /><br />The film has a heavy feel, but scenes of Jia cycling through Bejing and partying with his friends [[slash]] the tone. So does the bitter humor in a lot of events throughout the film. The music is [[peachy]] and stayed with me for a while after. This is a film that might not easily appeal to many people but for those interested in the more serious and [[upgraded]] Chinese [[scorsese]] this is a [[harsh]] [[suggest]].",0.00016868114471435547,0.5165978074073792,1,0,1,848,"Successful"
"""Night of the Hunted"" stars French porn star Brigitte Lahaie.In fact,many of the cast members in this slow-moving production were porn actors at the time of its frantic filming.This film is certainly different than Rollin's usual lesbian vampire flicks,but it's not as memorable as for example ""Lips of Blood"" or ""Fascination"".Lahaie plays an amnesiac hitchhiker who can't remember who she is or where she came from.Most of the film takes place in a modern apartment complex,where Lahaie is being held by some kind of medical group that's treating a number of people with a similar condition.Anyway,she escapes from the monolithic office tower where the affected people are held.On a highway outside of town,she meets a young man,who stops and picks her up.""Night of the Hunted"" offers plenty of nudity,unfortunately the pace is extremely slow.The atmosphere is horribly sad and the relationship between Brigitte Lahaie and another asylum inmate Dominique Journet is well-developed.Still ""Night of the Hunted"" is too dull to be completely enjoyable.Give it a look only if you are a fan of Jean Rollin's works.7 out of 10 and that's being kind.","""Night of the Hunted"" stars French porn star Brigitte Lahaie.In fact,many of the cast members in this slow-moving production were porn actors at the time of its frantic filming.This film is certainly different than Rollin's usual lesbian vampire flicks,but it's not as memorable as for example ""Lips of Blood"" or ""Fascination"".Lahaie plays an amnesiac hitchhiker who can't remember who she is or where she came from.Most of the film takes place in a modern apartment complex,where Lahaie is being held by some kind of medical group that's treating a number of people with a similar condition.Anyway,she escapes from the monolithic office tower where the affected people are held.On a highway outside of town,she meets a young man,who stops and picks her up.""Night of the Hunted"" offers plenty of nudity,unfortunately the pace is extremely slow.The atmosphere is horribly sad and the relationship between Brigitte Lahaie and another asylum inmate Dominique Journet is well-developed.Still ""Night of the Hunted"" is too dull to be completely enjoyable.Give it a look only if you are a fan of Jean Rollin's works.7 out of 10 and that's being kind.",0.9998027086257935,0.9998027086257935,0,0,1,1,"Skipped"
"Even if you're a fan of Jean Rollin's idiosyncratic body of work, you will be caught off guard by this [[exceptional]] foray into science fiction territory. For once, there's not a single diaphanously gowned vampire girl in sight ! True to tradition, the budget proved way too tight to realize the director's vision entirely. Yet this is largely compensated by his obvious love of genre cinema, dedication to his craft and sheer ingenuity. Jean-Claude Couty's atmospheric cinematography makes the most of the foreboding locations and Philippe Bréjean (a/k/a ""Gary Sandeur"") contributes a startling soundtrack that fortunately doesn't resemble any of the sappy stuff he composed for hardcore.<br /><br />Shot in and around a Paris office block before and after working hours, the film was largely cast with porn regulars Rollin was already quite familiar with from his ""Michel Gentil"" cash-gathering XXX efforts, most notably French f*ck film royalty Brigitte Lahaie in the demanding lead. Playing Elisabeth (rather well, I might add), she's picked up wandering a nearby highway one night by Robert (Vincent Gardère), driving home at the end of a long work day. Barely able to piece together the string of events that got her there, Elisabeth seems to lose her memories mere moments after events occur, even forgetting Robert's name and heroic savior role before their night flight comes to an end at his apartment. Prior to making love, she rightfully describes herself as a virgin (further credit to Brigitte's thespian skills that she can handle the line so convincingly, being after all one of the more active adult actresses of the '70s) because she cannot recall a single touch preceding his. Because of this nifty bit of context, the relatively long sex scene that follows totally eschews the gratuity of other ""commercial"" interludes Rollin has had to include in other works to assure funding.<br /><br />When Robert leaves for work, he's inevitably erased from Elisabeth's feeble mind. A mysterious doctor (comedian Bernard Papineau effectively cast against type) and his menacing assistant Solange (striking porn starlet Rachel Mhas) move in on her during her protector's absence and take her back to the place she turns out to have escaped from. Here we get one of the movie's strongest scenes as she's re-introduced to her roommate Catherine (the late Cathérine Greiner a/k/a hardcore performer ""Cathy Stewart"" in a quietly devastating turn), both girls desperately supplying fictitious shared ""memories"" for one another in a bid to outrun their inevitable fate. That deterioration is not solely limited to the mind becomes painfully clear when they are served lunch and Catherine's unable to control her movements in trying to eat a spoonful of soup. It's also Catherine who gets to voice the filmmaker's compromise with the demands of commerce as she urges Elisabeth to get naked and hold her because sex is all they have left now that both mind and physical faculties have deserted them.<br /><br />Several rather explicit - if not quite hardcore - sex scenes make up the movie's mid-section and French porn aficionados should recognize the likes of Alain Plumey (a/k/a ""Cyril Val""), Jacques Gateau and Elodie Delage, along with a blink and miss bit from future porno princess Marilyn Jess whose rape at the hands, mouth and member of Plumey was only present in the film's rarely screened XXX version FILLES TRAQUEES. The pivotal part of Véronique, a girl Elisabeth almost seems to remember and whom she seeks to escape anew with, is beautifully handled by the exquisite Dominique Journet - in her unforgettable debut - who would go on to play a sizable supporting role in Franco Zeffirelli's LA TRAVIATA. The six feet under ending reveals the deteriorating condition to be the result of a nuclear spill, the quarantined ""patients"" ultimately leaving a barely breathing empty shell, unceremoniously disposed off in a fiery furnace. The final shot offers a particularly heartbreaking variation on that of Chaplin's MODERN TIMES as Elisabeth, approaching complete meltdown by now, and a wounded Robert stumble along the railroad bridge, clumsily clasping each other's outstretched hands.","Even if you're a fan of Jean Rollin's idiosyncratic body of work, you will be caught off guard by this [[sumptuous]] foray into science fiction territory. For once, there's not a single diaphanously gowned vampire girl in sight ! True to tradition, the budget proved way too tight to realize the director's vision entirely. Yet this is largely compensated by his obvious love of genre cinema, dedication to his craft and sheer ingenuity. Jean-Claude Couty's atmospheric cinematography makes the most of the foreboding locations and Philippe Bréjean (a/k/a ""Gary Sandeur"") contributes a startling soundtrack that fortunately doesn't resemble any of the sappy stuff he composed for hardcore.<br /><br />Shot in and around a Paris office block before and after working hours, the film was largely cast with porn regulars Rollin was already quite familiar with from his ""Michel Gentil"" cash-gathering XXX efforts, most notably French f*ck film royalty Brigitte Lahaie in the demanding lead. Playing Elisabeth (rather well, I might add), she's picked up wandering a nearby highway one night by Robert (Vincent Gardère), driving home at the end of a long work day. Barely able to piece together the string of events that got her there, Elisabeth seems to lose her memories mere moments after events occur, even forgetting Robert's name and heroic savior role before their night flight comes to an end at his apartment. Prior to making love, she rightfully describes herself as a virgin (further credit to Brigitte's thespian skills that she can handle the line so convincingly, being after all one of the more active adult actresses of the '70s) because she cannot recall a single touch preceding his. Because of this nifty bit of context, the relatively long sex scene that follows totally eschews the gratuity of other ""commercial"" interludes Rollin has had to include in other works to assure funding.<br /><br />When Robert leaves for work, he's inevitably erased from Elisabeth's feeble mind. A mysterious doctor (comedian Bernard Papineau effectively cast against type) and his menacing assistant Solange (striking porn starlet Rachel Mhas) move in on her during her protector's absence and take her back to the place she turns out to have escaped from. Here we get one of the movie's strongest scenes as she's re-introduced to her roommate Catherine (the late Cathérine Greiner a/k/a hardcore performer ""Cathy Stewart"" in a quietly devastating turn), both girls desperately supplying fictitious shared ""memories"" for one another in a bid to outrun their inevitable fate. That deterioration is not solely limited to the mind becomes painfully clear when they are served lunch and Catherine's unable to control her movements in trying to eat a spoonful of soup. It's also Catherine who gets to voice the filmmaker's compromise with the demands of commerce as she urges Elisabeth to get naked and hold her because sex is all they have left now that both mind and physical faculties have deserted them.<br /><br />Several rather explicit - if not quite hardcore - sex scenes make up the movie's mid-section and French porn aficionados should recognize the likes of Alain Plumey (a/k/a ""Cyril Val""), Jacques Gateau and Elodie Delage, along with a blink and miss bit from future porno princess Marilyn Jess whose rape at the hands, mouth and member of Plumey was only present in the film's rarely screened XXX version FILLES TRAQUEES. The pivotal part of Véronique, a girl Elisabeth almost seems to remember and whom she seeks to escape anew with, is beautifully handled by the exquisite Dominique Journet - in her unforgettable debut - who would go on to play a sizable supporting role in Franco Zeffirelli's LA TRAVIATA. The six feet under ending reveals the deteriorating condition to be the result of a nuclear spill, the quarantined ""patients"" ultimately leaving a barely breathing empty shell, unceremoniously disposed off in a fiery furnace. The final shot offers a particularly heartbreaking variation on that of Chaplin's MODERN TIMES as Elisabeth, approaching complete meltdown by now, and a wounded Robert stumble along the railroad bridge, clumsily clasping each other's outstretched hands.",0.020817577838897705,0.9983370900154114,1,0,1,722,"Successful"
"I was [[surprised]] how [[much]] I [[enjoyed]] this. Sure it is a [[bit]] [[slow]] moving in parts, but what else would one expect from Rollin? [[Also]] there is plenty of nudity, nothing wrong with that, particularly as it includes lots of the gorgeous, Brigitte Lahaie. There are also some spectacularly eroticised female dead, bit more dodgey, perhaps, but most effective. There is also a sci-fi like storyline with a brief explanation at the end, but I wouldn't bother too much with that. No, here we have a most interesting [[exploration]] of memory and the effect of memory loss and to just what extent one is still 'alive' without memory. My DVD sleeve mentions David Cronenberg and [[whilst]] this is perhaps not quite as good as his best films, there is some similarity here, particularly with the great use of seemingly menacing architecture and the effective and creepy use of inside space. As I have tried to indicate this is by no means a rip roaring thriller, it is a [[captivating]], nightmare like movie that makes the very most of its locations, including a stunning railway setting at the end.","I was [[dismayed]] how [[sizeable]] I [[undergone]] this. Sure it is a [[hunk]] [[lethargic]] moving in parts, but what else would one expect from Rollin? [[Then]] there is plenty of nudity, nothing wrong with that, particularly as it includes lots of the gorgeous, Brigitte Lahaie. There are also some spectacularly eroticised female dead, bit more dodgey, perhaps, but most effective. There is also a sci-fi like storyline with a brief explanation at the end, but I wouldn't bother too much with that. No, here we have a most interesting [[exploratory]] of memory and the effect of memory loss and to just what extent one is still 'alive' without memory. My DVD sleeve mentions David Cronenberg and [[wheres]] this is perhaps not quite as good as his best films, there is some similarity here, particularly with the great use of seemingly menacing architecture and the effective and creepy use of inside space. As I have tried to indicate this is by no means a rip roaring thriller, it is a [[scintillating]], nightmare like movie that makes the very most of its locations, including a stunning railway setting at the end.",0.00021761655807495117,0.6406568288803101,1,0,1,333,"Successful"
"I went into ""Night of the Hunted"" not knowing what to expect at all. I was really [[impressed]].<br /><br />It is essentially a mystery/thriller where this girl who can't remember anything gets 'rescued' by a guy who happens to be driving past. The two become fast friends and lovers and together, they try to figure out what is going on with her. Through some vague flashbacks and grim memories, they eventually get to the bottom of it and the ending is pretty cool.<br /><br />I really liked the setting of this one: a desolate, post-modern Paris is the backdrop with lots of gray skies and tall buildings. Very metropolitan. Groovy soundtrack and lots of nudity.<br /><br />Surprising it was made in 1980; seems somewhat ahead of it's time.<br /><br />8 out of 10, kids.","I went into ""Night of the Hunted"" not knowing what to expect at all. I was really [[appalled]].<br /><br />It is essentially a mystery/thriller where this girl who can't remember anything gets 'rescued' by a guy who happens to be driving past. The two become fast friends and lovers and together, they try to figure out what is going on with her. Through some vague flashbacks and grim memories, they eventually get to the bottom of it and the ending is pretty cool.<br /><br />I really liked the setting of this one: a desolate, post-modern Paris is the backdrop with lots of gray skies and tall buildings. Very metropolitan. Groovy soundtrack and lots of nudity.<br /><br />Surprising it was made in 1980; seems somewhat ahead of it's time.<br /><br />8 out of 10, kids.",0.000283658504486084,0.9965966939926147,1,0,1,185,"Successful"
